sale_item_id,sale_id,product_id,quantity,unit_price,discount
178,90,12,1,109.99,0.0
179,90,70,1,19.99,0.0
180,90,56,2,21.99,11.0
181,90,26,1,49.99,0.0
182,90,106,2,8.49,0.0
183,91,15,2,47.99,0.0
184,91,20,1,79.99,0.0
185,91,33,1,48.0,4.8
186,92,2,1,239.99,0.0
187,92,6,2,279.99,84.0
188,93,1,1,189.99,0.0
189,93,120,1,12.99,0.0
190,93,40,1,52.0,0.0
191,93,70,2,19.99,0.0
192,94,57,2,19.99,2.0
193,94,38,1,46.0,0.0
194,94,56,1,21.99,3.3
195,95,12,1,109.99,0.0
196,96,103,1,17.99,0.0
197,96,1,1,189.99,38.0
198,96,105,1,8.99,0.0
199,97,1,1,189.99,0.0
200,97,16,1,89.99,4.5
201,98,12,1,109.99,11.0
202,98,90,1,21.99,0.0
203,98,7,3,119.99,0.0
204,98,17,1,129.99,0.0
205,99,85,1,139.99,0.0
206,100,1,1,189.99,0.0
207,100,41,1,219.99,0.0
208,101,21,2,74.99,0.0
209,101,2,1,239.99,24.0
210,102,33,1,48.0,0.0
211,103,20,1,79.99,16.0
212,104,73,1,32.99,3.3
213,105,1,1,189.99,28.5
214,106,61,2,28.99,0.0
215,107,108,1,5.99,0.0
216,108,34,1,18.0,0.0
217,109,39,2,27.99,2.8
218,109,109,3,15.99,0.0
219,110,60,1,27.99,7.0
220,111,19,1,24.99,0.0
221,111,14,1,29.99,0.0
222,111,15,1,47.99,0.0
223,111,4,2,34.99,0.0
224,112,4,2,34.99,7.0
225,112,37,1,64.99,0.0
226,112,17,1,129.99,0.0
227,113,37,1,64.99,0.0
228,114,46,1,99.99,20.0
229,115,1,1,189.99,0.0
230,116,1,1,189.99,19.0
231,116,10,1,44.99,0.0
232,116,8,1,54.99,0.0
233,117,29,1,46.99,0.0
234,117,1,3,189.99,0.0
235,118,58,2,26.99,0.0
236,119,1,2,189.99,0.0
237,120,1,1,189.99,28.5
238,121,10,1,44.99,0.0
239,122,75,1,59.99,0.0
240,122,1,1,189.99,0.0
241,122,88,1,15.99,2.4
242,122,60,1,27.99,0.0
243,122,59,1,34.99,0.0
244,123,17,3,129.99,0.0
245,123,1,3,189.99,57.0
246,124,108,1,5.99,0.9
247,124,1,1,189.99,0.0
248,125,59,1,34.99,0.0
249,125,27,2,89.99,45.0
250,126,5,2,69.99,34.99
251,126,8,1,54.99,0.0
252,127,1,1,189.99,0.0
253,127,2,1,239.99,48.0
254,128,22,1,59.99,0.0
255,128,4,1,34.99,7.0
256,128,19,2,24.99,0.0
257,128,41,1,219.99,0.0
258,129,3,1,79.99,8.0
259,130,114,1,5.49,0.0
260,130,62,3,22.5,0.0
261,130,76,1,14.99,0.0
262,131,114,1,5.49,0.0
263,131,26,1,49.99,0.0
264,132,114,2,5.49,2.74
265,132,3,2,79.99,0.0
266,133,113,1,13.49,1.35
267,133,55,1,84.99,0.0
268,134,39,1,27.99,0.0
269,134,3,2,79.99,8.0
270,135,9,2,29.99,0.0
271,136,7,2,119.99,12.0
272,137,1,1,189.99,19.0
273,138,11,2,49.99,0.0
274,139,10,2,44.99,0.0
275,139,11,3,49.99,0.0
276,139,54,1,38.0,0.0
277,140,25,1,39.99,0.0
278,141,94,1,34.99,0.0
279,142,1,1,189.99,0.0
280,143,27,1,89.99,0.0
281,143,14,1,29.99,0.0
282,143,20,2,79.99,0.0
283,143,56,3,21.99,6.6
284,144,17,1,129.99,0.0
285,144,19,1,24.99,0.0
286,144,3,1,79.99,0.0
287,145,1,3,189.99,0.0
288,146,72,2,22.99,0.0
289,146,8,1,54.99,8.25
290,146,43,1,114.99,11.5
291,147,13,1,59.99,0.0
292,148,13,1,59.99,0.0
293,149,7,1,119.99,0.0
294,150,109,1,15.99,0.0
295,150,4,1,34.99,7.0
296,151,8,1,54.99,2.75
297,152,89,2,39.99,0.0
298,153,28,1,38.0,0.0
299,154,3,1,79.99,0.0
300,154,59,3,34.99,20.99
301,155,6,2,279.99,0.0
302,155,47,1,119.99,0.0
303,156,98,2,23.99,9.6
304,157,95,1,24.5,0.0
305,157,43,2,114.99,0.0
306,158,8,1,54.99,8.25
307,159,49,3,28.99,0.0
308,159,25,1,39.99,0.0
309,160,50,2,24.99,0.0
310,160,11,1,49.99,0.0
311,160,1,1,189.99,28.5
312,161,45,2,44.99,9.0
313,162,19,1,24.99,6.25
314,163,24,2,24.99,0.0
315,163,11,1,49.99,0.0
316,163,2,1,239.99,0.0
317,164,63,1,64.99,0.0
318,164,5,1,69.99,0.0
319,165,40,1,52.0,0.0
320,166,9,1,29.99,0.0
321,167,1,2,189.99,0.0
322,168,8,1,54.99,2.75
323,168,1,3,189.99,0.0
324,169,3,2,79.99,0.0
325,169,13,1,59.99,0.0
326,170,114,1,5.49,1.37
327,171,2,1,239.99,0.0
328,171,12,1,109.99,0.0
329,171,51,1,69.99,0.0
330,171,45,1,44.99,0.0
331,171,13,1,59.99,0.0
332,172,110,1,10.99,0.0
333,172,30,1,24.5,0.0
334,173,29,1,46.99,11.75
335,174,108,1,5.99,0.0
336,175,7,1,119.99,0.0
337,175,5,2,69.99,0.0
338,176,102,1,22.99,0.0
339,177,44,1,68.99,0.0
340,177,41,1,219.99,0.0
341,178,106,2,8.49,0.0
342,178,11,1,49.99,0.0
343,179,1,1,189.99,0.0
344,180,14,1,29.99,0.0
345,180,5,1,69.99,14.0
346,180,48,1,54.99,0.0
347,180,1,1,189.99,0.0
348,181,82,1,22.99,0.0
349,182,5,1,69.99,0.0
350,183,30,1,24.5,0.0
351,183,40,3,52.0,15.6
352,184,98,1,23.99,0.0
353,184,23,1,169.99,0.0
354,184,3,1,79.99,0.0
355,185,95,1,24.5,3.68
356,186,87,1,44.99,2.25
357,187,5,1,69.99,0.0
358,187,45,1,44.99,0.0
359,188,69,1,36.99,0.0
360,189,19,1,24.99,0.0
361,190,56,1,21.99,0.0
362,191,2,1,239.99,60.0
363,192,67,1,69.99,0.0
364,192,42,1,149.99,22.5
365,192,2,1,239.99,0.0
366,193,9,2,29.99,0.0
367,194,105,3,8.99,0.0
368,194,8,2,54.99,0.0
369,194,9,1,29.99,3.0
370,194,19,1,24.99,3.75
371,195,77,1,17.5,0.0
372,196,14,1,29.99,0.0
373,196,31,1,44.99,0.0
374,197,2,1,239.99,24.0
375,198,20,1,79.99,0.0
376,198,2,1,239.99,0.0
377,199,9,1,29.99,0.0
378,200,5,1,69.99,3.5
379,200,1,1,189.99,0.0
380,201,25,1,39.99,0.0
381,201,12,1,109.99,27.5
382,202,19,1,24.99,2.5
383,203,2,1,239.99,0.0
384,203,30,1,24.5,3.68
385,204,11,2,49.99,0.0
386,205,1,2,189.99,0.0
387,206,33,1,48.0,0.0
388,206,42,1,149.99,0.0
389,207,68,1,16.5,0.0
390,207,74,2,21.0,6.3
391,207,18,1,49.99,0.0
392,208,16,2,89.99,0.0
393,208,1,2,189.99,0.0
394,208,11,1,49.99,2.5
395,209,23,3,169.99,0.0
396,210,10,2,44.99,18.0
397,211,7,1,119.99,24.0
398,211,4,1,34.99,3.5
399,212,48,1,54.99,0.0
400,212,37,1,64.99,0.0
401,213,1,2,189.99,95.0
402,213,64,1,18.99,0.0
403,214,60,2,27.99,14.0
404,214,53,1,36.99,0.0
405,215,52,1,21.99,2.2
406,215,3,2,79.99,0.0
407,216,29,1,46.99,0.0
408,216,37,1,64.99,16.25
409,216,86,1,19.99,0.0
410,217,3,1,79.99,0.0
411,218,91,1,28.99,0.0
412,219,10,1,44.99,4.5
413,219,68,2,16.5,0.0
414,220,100,1,16.99,0.0
415,221,43,1,114.99,0.0
416,222,67,2,69.99,0.0
417,222,59,1,34.99,0.0
418,223,14,1,29.99,4.5
419,224,5,1,69.99,7.0
420,224,25,1,39.99,0.0
421,224,1,2,189.99,38.0
422,225,119,1,24.99,0.0
423,225,69,1,36.99,3.7
424,225,74,1,21.0,0.0
425,225,5,4,69.99,14.0
426,226,77,1,17.5,0.0
427,226,120,1,12.99,0.0
428,226,4,1,34.99,0.0
429,227,26,1,49.99,0.0
430,227,7,1,119.99,30.0
431,227,37,2,64.99,0.0
432,228,72,1,22.99,0.0
433,229,28,2,38.0,0.0
434,229,27,1,89.99,18.0
435,229,117,1,8.99,0.0
436,230,97,1,18.99,0.0
437,230,8,1,54.99,0.0
438,231,64,1,18.99,2.85
439,231,47,1,119.99,24.0
440,232,10,1,44.99,4.5
441,232,101,1,14.99,0.0
442,233,6,1,279.99,0.0
443,233,2,1,239.99,24.0
444,234,39,1,27.99,0.0
445,234,72,1,22.99,5.75
446,235,72,3,22.99,0.0
447,235,64,1,18.99,0.0
448,236,26,1,49.99,2.5
449,237,9,1,29.99,3.0
450,237,1,1,189.99,0.0
451,238,84,2,199.99,0.0
452,238,38,2,46.0,0.0
453,238,4,1,34.99,0.0
454,239,120,1,12.99,0.0
455,239,1,3,189.99,0.0
456,239,88,1,15.99,0.0
457,240,1,3,189.99,0.0
458,241,1,1,189.99,0.0
459,241,11,1,49.99,0.0
460,241,4,1,34.99,0.0
461,241,8,1,54.99,13.75
462,242,109,2,15.99,4.8
463,242,14,1,29.99,0.0
464,242,6,1,279.99,0.0
465,243,9,1,29.99,0.0
466,244,2,1,239.99,0.0
467,244,8,1,54.99,8.25
468,244,79,1,94.99,0.0
469,245,2,1,239.99,0.0
470,245,27,1,89.99,0.0
471,245,19,1,24.99,0.0
472,246,7,1,119.99,0.0
473,246,69,1,36.99,5.55
474,247,39,2,27.99,0.0
475,247,59,1,34.99,0.0
476,248,86,1,19.99,1.0
477,248,10,1,44.99,0.0
478,248,3,2,79.99,8.0
479,248,18,1,49.99,0.0
480,248,52,2,21.99,0.0
481,249,56,1,21.99,2.2
482,249,2,3,239.99,108.0
483,250,18,1,49.99,10.0
484,250,36,1,22.99,3.45
485,251,26,1,49.99,0.0
486,252,69,1,36.99,0.0
487,253,2,2,239.99,0.0
488,253,10,1,44.99,0.0
489,254,63,1,64.99,0.0
490,254,3,1,79.99,0.0
491,254,40,2,52.0,15.6
492,255,81,2,34.99,3.5
493,256,16,1,89.99,9.0
494,257,1,1,189.99,9.5
495,257,6,1,279.99,14.0
496,257,4,2,34.99,0.0
497,257,95,1,24.5,0.0
498,258,120,1,12.99,2.6
499,258,57,2,19.99,6.0
500,259,8,1,54.99,2.75
501,260,19,1,24.99,0.0
502,260,1,1,189.99,0.0
503,261,1,1,189.99,0.0
504,262,2,1,239.99,0.0
505,262,31,1,44.99,11.25
506,263,53,1,36.99,0.0
507,264,26,1,49.99,0.0
508,264,97,1,18.99,0.0
509,265,58,1,26.99,0.0
510,265,4,1,34.99,0.0
511,266,5,2,69.99,0.0
512,266,31,3,44.99,0.0
513,266,41,2,219.99,0.0
514,266,7,1,119.99,0.0
515,267,1,4,189.99,0.0
516,267,47,1,119.99,0.0
517,267,45,1,44.99,0.0
518,267,33,1,48.0,4.8
519,268,71,3,38.99,0.0
520,269,1,3,189.99,85.5
521,269,3,1,79.99,0.0
522,269,29,1,46.99,0.0
523,269,6,1,279.99,14.0
524,270,54,2,38.0,19.0
525,270,27,2,89.99,0.0
526,270,90,1,21.99,0.0
527,271,12,2,109.99,0.0
528,271,85,2,139.99,0.0
529,272,3,1,79.99,8.0
530,273,2,1,239.99,0.0
531,273,50,1,24.99,0.0
532,273,22,1,59.99,0.0
533,274,2,1,239.99,60.0
534,275,38,2,46.0,0.0
535,275,98,1,23.99,0.0
536,276,8,1,54.99,0.0
537,277,27,1,89.99,0.0
538,278,1,1,189.99,0.0
539,279,22,1,59.99,0.0
540,279,2,1,239.99,0.0
541,280,115,1,7.99,2.0
542,280,5,1,69.99,17.5
543,280,110,1,10.99,0.0
544,281,4,1,34.99,5.25
545,281,31,1,44.99,0.0
546,282,17,1,129.99,0.0
547,282,9,1,29.99,0.0
548,282,66,1,24.0,0.0
549,283,4,2,34.99,14.0
550,283,10,1,44.99,11.25
551,283,65,1,34.99,1.75
552,284,99,1,21.99,4.4
553,285,12,1,109.99,0.0
554,285,2,3,239.99,0.0
555,286,13,1,59.99,3.0
556,287,1,1,189.99,0.0
557,287,9,1,29.99,0.0
558,288,10,1,44.99,0.0
559,288,5,1,69.99,0.0
560,289,1,1,189.99,0.0
561,289,11,1,49.99,0.0
562,290,3,2,79.99,0.0
563,291,50,1,24.99,0.0
564,291,106,2,8.49,0.0
565,292,33,2,48.0,0.0
566,292,12,1,109.99,0.0
567,293,69,2,36.99,14.8
568,293,2,1,239.99,60.0
569,294,93,1,19.99,3.0
570,295,7,1,119.99,0.0
571,295,26,1,49.99,0.0
572,296,109,2,15.99,4.8
573,296,11,3,49.99,0.0
574,296,49,1,28.99,0.0
575,296,9,2,29.99,0.0
576,296,39,1,27.99,4.2
577,297,38,1,46.0,0.0
578,297,42,3,149.99,0.0
579,298,7,1,119.99,12.0
580,299,13,2,59.99,0.0
581,300,1,1,189.99,19.0
582,301,4,1,34.99,5.25
583,302,4,2,34.99,0.0
584,303,1,1,189.99,0.0
585,304,1,1,189.99,0.0
586,304,61,1,28.99,0.0
587,305,23,1,169.99,0.0
588,305,6,1,279.99,0.0
589,305,46,1,99.99,0.0
590,305,5,1,69.99,0.0
591,305,90,2,21.99,2.2
592,306,67,3,69.99,31.5
593,307,81,1,34.99,0.0
594,308,18,1,49.99,0.0
595,309,2,2,239.99,96.0
596,309,26,2,49.99,0.0
597,310,9,1,29.99,4.5
598,311,11,1,49.99,0.0
599,312,85,2,139.99,0.0
600,313,4,1,34.99,0.0
601,314,11,1,49.99,0.0
602,314,2,1,239.99,24.0
603,314,51,1,69.99,0.0
604,315,116,3,5.29,0.0
605,316,79,1,94.99,0.0
606,316,6,1,279.99,0.0
607,317,25,2,39.99,0.0
608,318,69,2,36.99,0.0
609,318,24,1,24.99,0.0
610,319,118,2,6.49,0.0
611,319,6,1,279.99,56.0
612,319,4,2,34.99,0.0
613,320,40,1,52.0,0.0
614,320,74,1,21.0,0.0
615,320,8,1,54.99,0.0
616,320,29,1,46.99,11.75
617,320,31,2,44.99,18.0
618,321,33,1,48.0,2.4
619,322,30,2,24.5,0.0
620,323,17,2,129.99,0.0
621,324,1,1,189.99,0.0
622,325,24,1,24.99,1.25
623,326,1,1,189.99,0.0
624,326,86,1,19.99,0.0
625,326,27,1,89.99,0.0
626,326,25,1,39.99,6.0
627,327,2,1,239.99,0.0
628,328,89,1,39.99,0.0
629,328,62,1,22.5,0.0
630,329,5,1,69.99,0.0
631,330,1,1,189.99,0.0
632,330,49,1,28.99,2.9
633,331,1,2,189.99,0.0
634,332,12,1,109.99,0.0
635,333,46,1,99.99,0.0
636,334,76,1,14.99,0.0
637,334,106,1,8.49,2.12
638,335,30,1,24.5,6.12
639,336,1,1,189.99,9.5
640,337,81,1,34.99,0.0
641,337,119,2,24.99,0.0
642,338,40,1,52.0,0.0
643,339,2,1,239.99,0.0
644,339,27,1,89.99,13.5
645,340,49,1,28.99,0.0
646,340,32,1,29.99,7.5
647,341,75,1,59.99,0.0
648,341,3,3,79.99,0.0
649,342,23,1,169.99,0.0
650,342,1,1,189.99,0.0
651,343,35,2,34.99,10.5
652,344,5,1,69.99,0.0
653,344,7,2,119.99,0.0
654,345,9,1,29.99,4.5
655,345,35,1,34.99,0.0
656,346,92,1,79.99,0.0
657,347,44,1,68.99,0.0
658,347,8,2,54.99,0.0
659,347,40,1,52.0,0.0
660,348,2,1,239.99,0.0
661,349,8,1,54.99,0.0
662,350,15,1,47.99,0.0
663,350,9,1,29.99,0.0
664,350,12,1,109.99,0.0
665,350,2,1,239.99,0.0
666,350,84,1,199.99,40.0
667,351,36,1,22.99,0.0
668,351,105,1,8.99,0.0
669,351,2,1,239.99,0.0
670,351,17,1,129.99,0.0
671,352,50,1,24.99,0.0
672,353,81,1,34.99,0.0
673,353,27,2,89.99,0.0
674,354,91,1,28.99,0.0
675,354,11,1,49.99,5.0
676,355,1,2,189.99,0.0
677,355,100,1,16.99,0.0
678,356,34,2,18.0,9.0
679,356,70,1,19.99,2.0
680,357,110,1,10.99,0.0
681,357,3,1,79.99,0.0
682,357,48,1,54.99,0.0
683,358,17,3,129.99,0.0
684,358,66,1,24.0,0.0
685,359,6,1,279.99,0.0
686,359,2,1,239.99,36.0
687,359,14,1,29.99,4.5
688,360,4,1,34.99,0.0
689,361,28,1,38.0,0.0
690,361,9,2,29.99,0.0
691,361,63,1,64.99,0.0
692,362,106,1,8.49,0.0
693,363,26,1,49.99,7.5
694,363,3,1,79.99,0.0
695,364,39,1,27.99,0.0
696,365,3,1,79.99,0.0
697,366,18,2,49.99,0.0
698,366,10,1,44.99,0.0
699,367,26,1,49.99,5.0
700,368,1,1,189.99,0.0
701,368,3,3,79.99,0.0
702,368,31,2,44.99,13.5
703,368,44,1,68.99,0.0
704,369,2,1,239.99,0.0
705,370,42,1,149.99,7.5
706,370,103,1,17.99,0.0
707,370,2,1,239.99,36.0
708,370,10,1,44.99,0.0
709,370,24,1,24.99,0.0
710,371,8,1,54.99,2.75
711,372,49,1,28.99,0.0
712,372,7,1,119.99,0.0
713,373,40,2,52.0,0.0
714,373,24,1,24.99,0.0
715,373,17,1,129.99,0.0
716,374,4,3,34.99,5.25
717,374,82,1,22.99,0.0
718,374,71,2,38.99,0.0
719,374,11,1,49.99,0.0
720,374,14,1,29.99,0.0
721,375,64,1,18.99,0.0
722,375,79,1,94.99,0.0
723,375,1,1,189.99,0.0
724,376,119,1,24.99,0.0
725,376,2,1,239.99,0.0
726,377,83,1,26.99,0.0
727,377,91,1,28.99,0.0
728,377,118,1,6.49,0.0
729,377,4,1,34.99,1.75
730,378,2,1,239.99,0.0
731,378,17,1,129.99,0.0
732,379,9,2,29.99,0.0
733,380,26,1,49.99,0.0
734,380,63,1,64.99,0.0
735,381,13,1,59.99,0.0
736,382,19,1,24.99,0.0
737,383,101,1,14.99,2.25
738,383,3,1,79.99,12.0
739,384,21,2,74.99,7.5
740,385,27,2,89.99,0.0
741,385,86,1,19.99,0.0
742,385,29,1,46.99,0.0
743,386,5,1,69.99,0.0
744,387,28,1,38.0,9.5
745,387,13,1,59.99,0.0
746,388,4,1,34.99,0.0
747,388,6,2,279.99,0.0
748,389,63,1,64.99,6.5
749,389,98,1,23.99,0.0
750,390,38,3,46.0,0.0
751,390,41,4,219.99,88.0
752,391,1,1,189.99,0.0
753,391,4,1,34.99,5.25
754,391,88,1,15.99,0.0
755,392,4,2,34.99,14.0
756,392,55,1,84.99,4.25
757,393,36,1,22.99,0.0
758,393,99,3,21.99,0.0
759,393,7,1,119.99,18.0
760,393,60,1,27.99,0.0
761,393,56,1,21.99,0.0
762,394,19,1,24.99,5.0
763,395,4,1,34.99,7.0
764,395,12,1,109.99,0.0
765,396,53,2,36.99,0.0
766,397,10,1,44.99,0.0
767,397,8,1,54.99,11.0
768,397,1,1,189.99,0.0
769,397,18,2,49.99,0.0
770,398,77,1,17.5,0.88
771,398,56,3,21.99,0.0
772,398,2,1,239.99,0.0
773,399,20,1,79.99,8.0
774,399,2,2,239.99,0.0
775,400,8,3,54.99,24.75
776,400,38,1,46.0,0.0
777,400,53,2,36.99,11.1
778,400,66,1,24.0,0.0
779,401,5,1,69.99,0.0
780,401,81,1,34.99,0.0
781,402,11,1,49.99,5.0
782,402,3,1,79.99,0.0
783,402,72,1,22.99,0.0
784,403,70,1,19.99,0.0
785,403,45,2,44.99,0.0
786,404,83,1,26.99,2.7
787,405,1,1,189.99,47.5
788,405,107,1,13.99,1.4
789,405,41,1,219.99,0.0
790,406,11,1,49.99,0.0
791,406,2,3,239.99,0.0
792,406,1,1,189.99,0.0
793,407,14,1,29.99,0.0
794,407,83,1,26.99,0.0
795,408,1,1,189.99,9.5
796,409,60,1,27.99,1.4
797,410,15,1,47.99,4.8
798,411,29,4,46.99,28.19
799,412,1,1,189.99,19.0
800,413,93,2,19.99,0.0
801,414,1,1,189.99,0.0
802,415,20,1,79.99,0.0
803,416,2,4,239.99,143.99
804,416,1,1,189.99,0.0
805,417,11,2,49.99,0.0
806,418,20,2,79.99,0.0
807,418,78,1,14.99,1.5
808,419,18,4,49.99,0.0
809,419,116,2,5.29,0.53
810,419,54,1,38.0,5.7
811,419,5,1,69.99,0.0
812,419,23,1,169.99,17.0
813,420,68,1,16.5,0.0
814,421,4,1,34.99,7.0
815,422,6,1,279.99,0.0
816,422,13,2,59.99,0.0
817,423,2,3,239.99,0.0
818,424,7,1,119.99,24.0
819,425,2,2,239.99,120.0
820,425,1,1,189.99,28.5
821,426,105,1,8.99,0.0
822,427,1,3,189.99,0.0
823,427,20,2,79.99,0.0
824,427,57,2,19.99,0.0
825,428,6,1,279.99,0.0
826,429,43,1,114.99,0.0
827,430,51,1,69.99,10.5
828,430,36,1,22.99,0.0
829,430,2,1,239.99,12.0
830,431,105,3,8.99,0.0
831,432,11,3,49.99,0.0
832,433,114,1,5.49,0.0
833,434,3,3,79.99,36.0
834,434,2,2,239.99,0.0
835,435,1,1,189.99,0.0
836,435,8,1,54.99,0.0
837,435,7,1,119.99,0.0
838,436,2,1,239.99,12.0
839,437,30,1,24.5,3.68
840,437,43,2,114.99,0.0
841,438,3,1,79.99,0.0
842,438,2,1,239.99,0.0
843,438,84,1,199.99,30.0
844,439,31,1,44.99,11.25
845,440,6,1,279.99,0.0
846,441,2,2,239.99,0.0
847,441,7,1,119.99,18.0
848,442,23,1,169.99,17.0
849,442,84,1,199.99,40.0
850,443,8,1,54.99,5.5
851,443,10,1,44.99,0.0
852,443,55,2,84.99,0.0
853,443,105,1,8.99,0.0
854,444,52,2,21.99,4.4
855,445,15,1,47.99,0.0
856,445,18,2,49.99,0.0
857,445,9,2,29.99,0.0
858,445,91,1,28.99,0.0
859,446,62,3,22.5,0.0
860,447,74,1,21.0,3.15
861,447,11,1,49.99,10.0
862,447,1,1,189.99,0.0
863,448,3,1,79.99,0.0
864,448,53,1,36.99,3.7
865,449,4,1,34.99,0.0
866,449,109,3,15.99,0.0
867,450,21,1,74.99,7.5
868,450,45,1,44.99,0.0
869,450,5,1,69.99,7.0
870,451,4,1,34.99,0.0
871,451,38,1,46.0,0.0
